"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Prc1",1.58434249307597e-117,0.672056176217729,0.314,0.016,2.97095904301605e-113,"36","Prc1"
"Top2a",1.76483207220559e-115,0.938918684218102,0.352,0.02,3.30941310179993e-111,"36","Top2a"
"Stmn16",1.4688102317584e-113,1.69680386796714,0.895,0.152,2.75431294659335e-109,"36","Stmn1"
"Rrm22",1.50862186830488e-113,1.28577878050037,0.495,0.042,2.8289677274453e-109,"36","Rrm2"
"Asf1b",9.51308636151673e-111,0.602690698840995,0.295,0.015,1.78389395451162e-106,"36","Asf1b"
"Cenpa2",2.4039334603744e-102,1.15974161838549,0.533,0.053,4.50785602489408e-98,"36","Cenpa"
"Krt57",1.26576883043508e-101,2.05918322299516,1,0.238,2.37356971083187e-97,"36","Krt5"
"Ckap2",2.77021377546203e-99,0.772666208445107,0.352,0.024,5.19470487174639e-95,"36","Ckap2"
"Pttg11",2.9526827264547e-99,1.33133373697869,0.629,0.078,5.53687064864785e-95,"36","Pttg1"
"Serpinb73",8.49525156437822e-98,0.965879090706257,0.533,0.056,1.5930295733522e-93,"36","Serpinb7"
"Smc21",7.94866377079388e-93,1.00393710940442,0.467,0.046,1.49053343029927e-88,"36","Smc2"
"Tacc3",3.69759662568801e-92,0.728378707237824,0.362,0.027,6.93373319249016e-88,"36","Tacc3"
"Tpx2",1.13080190769733e-90,0.486445041266529,0.257,0.014,2.12047973731404e-86,"36","Tpx2"
"Knstrn",2.87373853786614e-88,0.564809037235727,0.267,0.015,5.38883450620659e-84,"36","Knstrn"
"Prxl2a5",3.11028661399647e-85,1.2808441635195,0.733,0.124,5.83240945856618e-81,"36","Prxl2a"
"Hmgb26",1.01981137809079e-83,1.90380094535284,0.971,0.306,1.91235029619585e-79,"36","Hmgb2"
"Baiap2l15",2.14875093902983e-76,1.16828421452412,0.743,0.14,4.02933776086874e-72,"36","Baiap2l1"
"Krt157",5.18505071131174e-71,1.5057713414247,0.924,0.234,9.72300709385177e-67,"36","Krt15"
"Smc41",5.09339429571134e-67,1.21901244131097,0.714,0.153,9.5511329833179e-63,"36","Smc4"
"Dnph1",2.00823234310525e-66,0.653034538138252,0.305,0.027,3.76583728979096e-62,"36","Dnph1"
"Krt148",2.20367806672279e-66,2.14997883334477,1,0.522,4.13233711071858e-62,"36","Krt14"
"Gmnn",6.81623314436324e-65,0.770728717402221,0.295,0.026,1.27818003923099e-60,"36","Gmnn"
"Mki67",9.30663807808264e-64,0.516494831510968,0.295,0.025,1.74518077240206e-59,"36","Mki67"
"Crlf13",3.9948476026514e-62,1.0462179472484,0.619,0.114,7.4911382244919e-58,"36","Crlf1"
"Serpinb25",9.90125150264073e-61,1.3945248168776,0.914,0.255,1.85668268177519e-56,"36","Serpinb2"
"Psat15",2.35058118986849e-59,0.880667034194515,0.533,0.089,4.40780984724139e-55,"36","Psat1"
"Guca2a3",1.50652139967618e-57,0.861517531761143,0.41,0.053,2.82502892867278e-53,"36","Guca2a"
"Cks24",5.21300106511025e-56,1.2041951137265,0.733,0.187,9.77541959729473e-52,"36","Cks2"
"Plek26",2.18951583611307e-55,0.97350177723811,0.6,0.119,4.10578009587923e-51,"36","Plek2"
"Ckmt17",2.87509733961453e-55,1.02078300708776,0.743,0.171,5.39138253124517e-51,"36","Ckmt1"
"Anxa88",5.0535912155953e-53,1.24204658538293,0.857,0.262,9.4764942474843e-49,"36","Anxa8"
"Phgdh8",1.384886218343e-51,1.00098852479819,0.714,0.177,2.59693863663679e-47,"36","Phgdh"
"Ass18",4.89111308303082e-51,1.12181011062641,0.657,0.154,9.1718152532994e-47,"36","Ass1"
"Ly6d6",2.568653560045e-50,1.28541469892404,0.981,0.458,4.81673915579639e-46,"36","Ly6d"
"Nrm",2.63979813835783e-50,0.691840846951209,0.419,0.063,4.9501494690486e-46,"36","Nrm"
"Capns26",8.07677992904655e-50,0.833508748500262,0.629,0.131,1.51455777229481e-45,"36","Capns2"
"Urah9",1.01849989846612e-48,1.08804463839303,0.886,0.267,1.90989100960367e-44,"36","Urah"
"Hmgb15",1.60330286013536e-48,1.18322405330929,0.99,0.818,3.00651352332582e-44,"36","Hmgb1"
"Rbm311",7.48923320752571e-48,1.0193907349391,0.99,0.85,1.40438101107522e-43,"36","Rbm3"
"H2afz5",2.13986122402331e-47,1.10207387085357,1,0.855,4.0126677672885e-43,"36","H2afz"
"Ppia9",4.45352078022104e-45,0.745907710173734,1,0.973,8.3512421670705e-41,"36","Ppia"
"Perp11",4.95761992761306e-45,0.964729633614987,0.99,0.398,9.29652888826001e-41,"36","Perp"
"Mcm51",6.23027574853556e-45,0.54927816515095,0.267,0.029,1.16830130836539e-40,"36","Mcm5"
"Tgm34",6.37964299001531e-45,0.86797119493064,0.4,0.063,1.19631065348767e-40,"36","Tgm3"
"Lgals711",1.69506987787852e-44,1.19446162161094,1,0.534,3.17859503499779e-40,"36","Lgals7"
"Rrm11",2.6296437659881e-44,0.895637358267348,0.429,0.074,4.93110798998089e-40,"36","Rrm1"
"Fxyd313",1.4313157675362e-43,1.02586978940738,0.952,0.368,2.68400332728388e-39,"36","Fxyd3"
"Hmgn24",3.65380060164871e-43,0.98266036699306,0.695,0.206,6.85160688821166e-39,"36","Hmgn2"
"Aqp37",1.15152480328609e-42,0.681384252558347,0.79,0.214,2.15933931112208e-38,"36","Aqp3"
"Nt5dc23",2.0886782268389e-42,0.702442281815862,0.476,0.093,3.91668941096831e-38,"36","Nt5dc2"
"Fgfbp18",3.08910118220641e-42,0.96853915627857,0.552,0.119,5.79268253687346e-38,"36","Fgfbp1"
"Sfn9",1.50918641601761e-41,1.20785882794802,1,0.542,2.83002636731621e-37,"36","Sfn"
"Hmgn19",2.53778382297505e-41,1.00568952317694,0.952,0.68,4.75885222484282e-37,"36","Hmgn1"
"Ccl204",4.61886937230154e-40,1.43357376132638,0.581,0.142,8.66130384693985e-36,"36","Ccl20"
"Ptma8",9.93024021593309e-40,0.848247556241374,1,0.959,1.86211864529177e-35,"36","Ptma"
"Rplp09",5.42807294333041e-39,0.676757839441535,1,0.985,1.01787223833332e-34,"36","Rplp0"
"Igfbp26",8.54396367079706e-38,0.64729517060337,0.781,0.243,1.60216406754786e-33,"36","Igfbp2"
"Selenoh2",8.68473209048542e-37,0.837180338605396,0.629,0.177,1.62856096160783e-32,"36","Selenoh"
"Tmpo4",2.31190218052354e-36,0.848390651635967,0.619,0.176,4.33527896891773e-32,"36","Tmpo"
"Fen1",2.36390845791454e-36,0.603544148211773,0.286,0.041,4.43280114028135e-32,"36","Fen1"
"Mcm71",1.16643937603978e-35,0.654262137024925,0.352,0.061,2.1873071179498e-31,"36","Mcm7"
"Ccdc342",2.03317179458098e-35,0.875471041372594,0.571,0.154,3.81260374919825e-31,"36","Ccdc34"
"Rps4x9",2.77580929266992e-35,0.532372720994333,1,0.979,5.20519758561464e-31,"36","Rps4x"
"Serpinb510",4.75965968916895e-35,0.795036850254056,0.8,0.247,8.92531384912961e-31,"36","Serpinb5"
"Krt23",9.62066986404246e-35,0.371755364347547,0.876,0.401,1.80406801290524e-30,"36","Krt2"
"Rps310",1.21600348402847e-34,0.585065647797434,1,0.971,2.28024973325018e-30,"36","Rps3"
"Avpi110",4.6871163171799e-34,0.967476963806263,0.876,0.384,8.78928051797575e-30,"36","Avpi1"
"Cks1b4",7.28180321875725e-34,0.91408955989976,0.648,0.202,1.36548373958136e-29,"36","Cks1b"
"Tacstd27",3.14968109243109e-33,0.575839654593938,0.752,0.225,5.90628198452678e-29,"36","Tacstd2"
"Dmkn7",2.02214044733292e-32,0.378425426573482,0.886,0.323,3.79191776683869e-28,"36","Dmkn"
"Rpl410",2.6244007953581e-31,0.593043572891259,0.99,0.95,4.9212763714555e-27,"36","Rpl4"
"Prdx14",3.12168108177089e-31,0.683263812726828,0.971,0.891,5.85377636453677e-27,"36","Prdx1"
"Rpl1510",3.20589914553611e-31,0.548420341044333,0.99,0.958,6.0117020777093e-27,"36","Rpl15"
"Slc25a510",3.49148103981148e-31,0.730938759021369,1,0.816,6.54722524585449e-27,"36","Slc25a5"
"Il334",5.52320143050779e-31,0.319395681577488,0.343,0.061,1.03571073224882e-26,"36","Il33"
"Rpl199",1.56925892496283e-30,0.465563552389748,1,0.973,2.9426743360903e-26,"36","Rpl19"
"Uqcrc17",2.20350280464567e-30,0.810700272877042,0.924,0.561,4.13200845927156e-26,"36","Uqcrc1"
"Dapl15",4.13631555653126e-30,0.633881692013679,0.533,0.137,7.75641893160742e-26,"36","Dapl1"
"Tubb59",2.17433958411516e-29,1.35654246937551,0.848,0.557,4.07732158813276e-25,"36","Tubb5"
"Spint213",2.31967921104949e-29,0.736389983161601,0.762,0.287,4.34986245656e-25,"36","Spint2"
"Ptn6",4.35240965876624e-29,0.646196560261756,0.705,0.238,8.16163859211845e-25,"36","Ptn"
"Rps510",6.93725392038629e-29,0.493421017760451,1,0.978,1.30087385515084e-24,"36","Rps5"
"Gata35",7.434600139488e-29,0.541174410399492,0.352,0.071,1.39413621815679e-24,"36","Gata3"
"Rnaseh2b2",7.57118743164441e-29,0.597767377719538,0.429,0.102,1.41974906718196e-24,"36","Rnaseh2b"
"Rps89",1.17113355171109e-28,0.522750916594543,1,0.973,2.19610963616863e-24,"36","Rps8"
"Eef1a18",1.41833779652454e-28,0.465640155893142,1,0.987,2.65966703604282e-24,"36","Eef1a1"
"Rpl10a9",1.58642371899958e-28,0.5768322467869,0.99,0.941,2.97486175786802e-24,"36","Rpl10a"
"Rpl3211",3.68155018846305e-28,0.520947420707045,1,0.976,6.90364291340592e-24,"36","Rpl32"
"Atp5g28",1.09041101229802e-27,0.756382128939607,0.933,0.647,2.04473873026126e-23,"36","Atp5g2"
"Adrb28",2.85764809832652e-27,0.770991026582691,0.638,0.218,5.35866171398189e-23,"36","Adrb2"
"Wnt46",3.36432923200975e-27,0.699316125833289,0.419,0.104,6.30879017586468e-23,"36","Wnt4"
"Ppp1r14c7",3.4333780072914e-27,0.543080533628678,0.41,0.098,6.43827043927283e-23,"36","Ppp1r14c"
"Asns6",4.34924969994871e-27,0.611118566479727,0.438,0.114,8.15571303734381e-23,"36","Asns"
"Rpl149",4.47021756574059e-27,0.452621517168435,1,0.972,8.38255197927676e-23,"36","Rpl14"
"Rps710",5.1353187577807e-27,0.485099302675281,0.99,0.968,9.62974973459037e-23,"36","Rps7"
"Pmf11",5.21554709365909e-27,0.48070395891773,0.371,0.081,9.78019391002952e-23,"36","Pmf1"
"Col17a15",1.04443469257156e-26,0.54206853358206,0.4,0.092,1.9585239355102e-22,"36","Col17a1"
"Rpl330",1.21701936445399e-26,0.496707237493411,1,0.958,2.28215471222411e-22,"36","Rpl3"
"H2afv2",1.36065175587002e-26,0.888291796082403,0.867,0.485,2.55149417260747e-22,"36","H2afv"
"Rpl18a10",1.69005291967782e-26,0.430006002626148,1,0.986,3.16918723497985e-22,"36","Rpl18a"
"Fam25c5",2.90169084664614e-26,0.597365263937826,0.524,0.149,5.44125067563083e-22,"36","Fam25c"
"Rpl68",9.70083168822765e-26,0.460379870437243,0.99,0.967,1.81909995817645e-21,"36","Rpl6"
"Wnt10a4",1.3582679704835e-25,0.606695064030325,0.352,0.079,2.54702409825065e-21,"36","Wnt10a"
"Rps69",1.40748224741273e-25,0.446359312704405,0.99,0.976,2.63931071034835e-21,"36","Rps6"
"S100a1411",2.1465885550359e-25,0.64128427098184,0.724,0.249,4.02528285840333e-21,"36","S100a14"
"Lig11",3.4370074260887e-25,0.529242107213471,0.257,0.045,6.44507632540152e-21,"36","Lig1"
"Tyms2",7.11366276244783e-25,0.589173387047232,0.362,0.084,1.33395404121422e-20,"36","Tyms"
"Tuba1b7",7.31221743580981e-25,1.23580134476716,0.838,0.623,1.37118701356306e-20,"36","Tuba1b"
"Tubg1",8.48695859029388e-25,0.526126179014498,0.276,0.052,1.59147447485191e-20,"36","Tubg1"
"Rpsa12",1.0543806993418e-24,0.505177538734531,1,0.943,1.97717468740574e-20,"36","Rpsa"
"Mapk136",1.4539239475827e-24,0.533113785882966,0.39,0.099,2.72639818650707e-20,"36","Mapk13"
"Tmem543",1.80049219129123e-24,0.376786989407512,0.276,0.052,3.37628295710931e-20,"36","Tmem54"
"Mif9",2.62756279885863e-24,0.758855315596479,0.914,0.611,4.9272057604197e-20,"36","Mif"
"Rps1610",3.19339612551815e-24,0.447473114048922,0.99,0.972,5.98825641457164e-20,"36","Rps16"
"Klf58",4.75838040842406e-24,0.69644365923425,0.81,0.353,8.92291494187679e-20,"36","Klf5"
"Ranbp15",5.02707000418764e-24,0.839070160692315,0.876,0.576,9.42676167185265e-20,"36","Ranbp1"
"Rpl13a9",5.48285709731476e-24,0.41781126714156,1,0.983,1.02814536288846e-19,"36","Rpl13a"
"Pkp310",6.103581947205e-24,0.645935189798853,0.552,0.18,1.14454368673988e-19,"36","Pkp3"
"Hopx6",6.90329451921234e-24,0.633432400556841,0.571,0.198,1.2945057882427e-19,"36","Hopx"
"Impa21",6.97557807719829e-24,0.391305343020401,0.286,0.056,1.30806040103622e-19,"36","Impa2"
"Pkm7",7.81772558393134e-24,0.712362337568197,0.952,0.732,1.4659799014988e-19,"36","Pkm"
"Rps1111",7.92710758227679e-24,0.460295386177662,1,0.959,1.48649121382854e-19,"36","Rps11"
"Gltp5",1.01889750081089e-23,0.465739648432217,0.743,0.283,1.91063659352058e-19,"36","Gltp"
"Pmaip13",1.72113375222961e-23,0.501734988746084,0.324,0.07,3.22747001218097e-19,"36","Pmaip1"
"Rpl810",1.87881738192931e-23,0.456942848038519,1,0.975,3.52315835459384e-19,"36","Rpl8"
"Rps3a19",2.90669703413207e-23,0.433151496474002,1,0.979,5.45063827840445e-19,"36","Rps3a1"
"Gjb38",3.03614169721284e-23,0.628489905529143,0.429,0.118,5.69337291061351e-19,"36","Gjb3"
"Bok9",3.67096010405535e-23,0.712923304611378,0.648,0.251,6.88378438712459e-19,"36","Bok"
"Ch25h2",4.72473270787038e-23,0.680522693675465,0.257,0.048,8.85981877379854e-19,"36","Ch25h"
"Dctpp13",5.7136621401617e-23,0.729753973014759,0.476,0.155,1.07142592452312e-18,"36","Dctpp1"
"Lamb33",1.16572833146858e-22,0.391514662012531,0.276,0.055,2.18597376716988e-18,"36","Lamb3"
"Anxa28",1.74591879938135e-22,0.576857582304583,1,0.884,3.27394693259991e-18,"36","Anxa2"
"Rps139",2.26025354983442e-22,0.456038715067077,0.981,0.949,4.23842745664951e-18,"36","Rps13"
"Gcat4",4.43798163570833e-22,0.565472797391909,0.457,0.134,8.32210316328026e-18,"36","Gcat"
"Eef210",4.65103466347378e-22,0.540311030665737,0.99,0.903,8.72162020094604e-18,"36","Eef2"
"Rpl1711",6.48857440832031e-22,0.417361799465191,0.99,0.969,1.21673747304823e-17,"36","Rpl17"
"Rpl1110",1.40242142389872e-21,0.406249808527433,1,0.966,2.62982065409488e-17,"36","Rpl11"
"Rps209",1.64725098717542e-21,0.504595112459751,0.981,0.928,3.08892505115134e-17,"36","Rps20"
"Rps216",1.94849690344089e-21,0.42496247094962,1,0.967,3.65382139333236e-17,"36","Rps2"
"Atp5b9",2.35061686644435e-21,0.570816608869547,0.962,0.854,4.40787674795645e-17,"36","Atp5b"
"Rpl7a9",2.631750089106e-21,0.508876872233443,0.962,0.89,4.93505776709157e-17,"36","Rpl7a"
"Rack19",3.85936910544373e-21,0.514245221971634,0.971,0.865,7.23708894652808e-17,"36","Rack1"
"Ran5",4.68358587054199e-21,0.778829211610361,0.886,0.682,8.78266022444035e-17,"36","Ran"
"Epcam9",5.49753754250411e-21,0.358908835192912,0.714,0.268,1.03089823997037e-16,"36","Epcam"
"Ube2s5",8.92605257975337e-21,0.66428065737856,0.943,0.741,1.67381337975535e-16,"36","Ube2s"
"Krt169",1.38389376664895e-20,0.520313806221601,0.495,0.158,2.59507759122011e-16,"36","Krt16"
"Mdh110",1.41298534826262e-20,0.67786222359127,0.819,0.519,2.64963012506207e-16,"36","Mdh1"
"Naca9",1.51572748641287e-20,0.471555019499488,0.981,0.899,2.84229218252142e-16,"36","Naca"
"Hint13",1.81586577377931e-20,0.667241437054875,0.952,0.806,3.40511149899096e-16,"36","Hint1"
"Npm17",2.13988918776547e-20,0.614142133951266,0.962,0.801,4.01272020489781e-16,"36","Npm1"
"Snrpd14",4.71082220772321e-20,0.67261088698383,0.771,0.408,8.83373380392255e-16,"36","Snrpd1"
"Ovol17",5.40696288009794e-20,0.460327965925969,0.448,0.131,1.01391367927597e-15,"36","Ovol1"
"Anp32e1",5.65448598751862e-20,0.734647714930856,0.686,0.32,1.06032921237949e-15,"36","Anp32e"
"Rps177",7.29243701212902e-20,0.438369343786287,0.971,0.911,1.36747778851443e-15,"36","Rps17"
"Glo12",1.07199595868297e-19,0.728556137773386,0.79,0.47,2.01020682172231e-15,"36","Glo1"
"Rpl2711",2.34482118591738e-19,0.477379563723612,1,0.906,4.39700868783227e-15,"36","Rpl27"
"Rpl129",2.58625113059578e-19,0.482100354830196,0.962,0.898,4.8497381200932e-15,"36","Rpl12"
"Gnai13",2.74095471724864e-19,0.477618498383308,0.352,0.095,5.13983828578465e-15,"36","Gnai1"
"Tuba4a8",3.11252967305853e-19,0.592479070951988,0.724,0.314,5.83661564291935e-15,"36","Tuba4a"
"Rpl238",3.2413633318637e-19,0.432884632146942,0.981,0.96,6.07820451991081e-15,"36","Rpl23"
"Mnd11",3.84247159641093e-19,0.451435746386086,0.305,0.075,7.20540273758978e-15,"36","Mnd1"
"Dek3",3.97127502272006e-19,0.714138135031665,0.733,0.389,7.44693492260465e-15,"36","Dek"
"Irf610",4.02401443788555e-19,0.544518883710778,0.448,0.141,7.54583187392299e-15,"36","Irf6"
"S100a1111",4.53406790871617e-19,0.614369618498715,0.952,0.801,8.50228414242457e-15,"36","S100a11"
"Rpl27a10",5.55131978474013e-19,0.405474869327508,0.981,0.947,1.04098348603447e-14,"36","Rpl27a"
"Atpif113",8.95055481632228e-19,0.643403112732272,0.867,0.581,1.67840803915675e-14,"36","Atpif1"
"Rpl78",9.48148151674431e-19,0.38398785564056,0.99,0.961,1.77796741401989e-14,"36","Rpl7"
"Rplp110",9.73218335662369e-19,0.396619681516941,0.99,0.963,1.82497902303407e-14,"36","Rplp1"
"Eef1b210",2.08474445087699e-18,0.527798587757438,0.952,0.811,3.90931279428453e-14,"36","Eef1b2"
"Hcar27",2.1620937621835e-18,0.466941935318608,0.39,0.115,4.0543582228465e-14,"36","Hcar2"
"Ddx394",2.45112224856815e-18,0.698574319410482,0.514,0.203,4.59634444051499e-14,"36","Ddx39"
"Arl6ip14",3.69370908551286e-18,0.897192439648928,0.667,0.344,6.92644327715371e-14,"36","Arl6ip1"
"Dstn11",4.00672868442865e-18,0.613978714155802,0.933,0.731,7.5134176290406e-14,"36","Dstn"
"Vdac17",4.00891975901837e-18,0.70700954551812,0.695,0.391,7.51752633211126e-14,"36","Vdac1"
"Apoe10",4.44475070177775e-18,0.347177908201745,0.981,0.852,8.33479651597363e-14,"36","Apoe"
"Dtymk3",4.61355514648847e-18,0.727558851587565,0.562,0.242,8.65133861069518e-14,"36","Dtymk"
"Rps128",1.23064786311215e-17,0.480958039247855,0.971,0.913,2.3077108729079e-13,"36","Rps12"
"Trim2911",1.37666942025499e-17,0.408274187002143,0.581,0.209,2.58153049686216e-13,"36","Trim29"
"Ppil1",1.636474274221e-17,0.517727517457952,0.267,0.065,3.06871655901922e-13,"36","Ppil1"
"Hras10",1.71238631468289e-17,0.557411853351957,0.724,0.371,3.21106681729335e-13,"36","Hras"
"Bub31",2.00639242432265e-17,0.723685592275552,0.581,0.257,3.76238707408984e-13,"36","Bub3"
"Rpl138",2.01018491024999e-17,0.295689204034344,1,0.99,3.76949874370077e-13,"36","Rpl13"
"Gstm29",2.54675388386628e-17,0.623072827651692,0.629,0.287,4.77567288302605e-13,"36","Gstm2"
"Rps910",2.95960950509577e-17,0.322520484422551,0.99,0.983,5.5498597439556e-13,"36","Rps9"
"Rps2411",4.41396986956492e-17,0.36627805590919,0.981,0.957,8.27707629940813e-13,"36","Rps24"
"Dbi10",4.54267789310999e-17,0.516157599836014,0.914,0.607,8.51842958515985e-13,"36","Dbi"
"Lsm44",5.84385404305189e-17,0.578476677987015,0.638,0.303,1.09583951015309e-12,"36","Lsm4"
"Cmc2",5.92442835489229e-17,0.504207115609207,0.276,0.069,1.1109488051094e-12,"36","Cmc2"
"Hnrnpa33",6.93042395733354e-17,0.750462279568117,0.8,0.541,1.29959310047918e-12,"36","Hnrnpa3"
"Rps27a9",8.01497023365324e-17,0.326085157594353,1,0.975,1.50296721821466e-12,"36","Rps27a"
"Rpl189",9.45580211898561e-17,0.377318351153358,0.99,0.959,1.77315201335218e-12,"36","Rpl18"
"Acp55",1.11621161651476e-16,0.347307321628315,0.362,0.106,2.09312002328848e-12,"36","Acp5"
"Rps188",1.31287276052296e-16,0.439305748266495,0.981,0.911,2.46189900053265e-12,"36","Rps18"
"Rps257",1.33147921330879e-16,0.402580369923942,0.962,0.94,2.49678982079664e-12,"36","Rps25"
"Lsm51",1.42754165869175e-16,0.597653248701194,0.514,0.212,2.67692611837876e-12,"36","Lsm5"
"Serhl",1.49312062401802e-16,0.526160616262321,0.362,0.113,2.79989979415858e-12,"36","Serhl"
"Tfap2c7",2.68860750333521e-16,0.458527302285752,0.305,0.085,5.04167679025418e-12,"36","Tfap2c"
"Rpl218",2.91943077822762e-16,0.420668165064819,0.962,0.904,5.47451659533243e-12,"36","Rpl21"
"Fdps10",3.53081254496486e-16,0.573644847827701,0.638,0.295,6.62097968431811e-12,"36","Fdps"
"Lsm21",3.70085036200026e-16,0.570215370096259,0.533,0.226,6.93983459882289e-12,"36","Lsm2"
"Sae11",4.70572583643837e-16,0.601731891391625,0.438,0.169,8.82417708848922e-12,"36","Sae1"
"Tnfrsf186",5.51998978967743e-16,0.321754935935024,0.314,0.087,1.03510848536031e-11,"36","Tnfrsf18"
"Rps1511",5.59207771032182e-16,0.384220152769476,0.971,0.927,1.04862641223955e-11,"36","Rps15"
"Hmgn53",5.82903149766277e-16,0.539531536522405,0.41,0.143,1.09305998644172e-11,"36","Hmgn5"
"Atp5g15",5.88112600601336e-16,0.491454655248264,0.857,0.586,1.10282874864763e-11,"36","Atp5g1"
"Atp5h8",6.45360021538444e-16,0.499126658135976,0.905,0.773,1.21017911238889e-11,"36","Atp5h"
"Rpl2811",7.55446557040262e-16,0.441628804534282,0.952,0.897,1.4166133837619e-11,"36","Rpl28"
"Pole31",7.737385541458e-16,0.535431601117671,0.448,0.164,1.45091453673421e-11,"36","Pole3"
"Dnajb17",8.83310291956706e-16,0.579237270852563,0.819,0.526,1.65638345947721e-11,"36","Dnajb1"
"Ncl6",2.07923516204295e-15,0.529747105203869,0.933,0.723,3.89898177586295e-11,"36","Ncl"
"Rpl36al8",2.09881035849037e-15,0.537057400995524,0.876,0.746,3.93568918424113e-11,"36","Rpl36al"
"Srsf36",2.34218394910587e-15,0.597117894771982,0.895,0.706,4.39206334136333e-11,"36","Srsf3"
"Nucks12",2.5228769208695e-15,0.606470977439856,0.59,0.284,4.73089880201448e-11,"36","Nucks1"
"Idi16",2.83937874360416e-15,0.448096517785267,0.429,0.156,5.32440302000652e-11,"36","Idi1"
"Kcnk74",3.26142170567326e-15,0.404997108439952,0.267,0.071,6.11581798247850e-11,"36","Kcnk7"
